reading_order,scene_id,title_kn,source,narration_kn,adapted_dialogue_kn,spoken_words,planning_seconds_low,planning_seconds_high,recorded_take_path,actual_seconds,pronunciation_review,source_completeness_review,performance_approved,caption_file
386,G27-S07,ನಗರವನ್ನು ಬಿಟ್ಟ ಭಯ,MAHABHARATA-3-AADIPARVA_djvu.txt lines 16750–17038,ಭೀಮ ಮತ್ತು ಬಕನ ನಡುವೆ ಭೀಕರ ಹೋರಾಟ ನಡೆಯಿತು. ಮರಗಳು ಮತ್ತು ನೆಲ ಅವರ ಬಲದ ಒತ್ತಡಕ್ಕೆ ಸಾಕ್ಷಿಯಾದವು. ಕೊನೆಗೆ ಭೀಮನು ಬಕನನ್ನು ಮಣಿಸಿ ಕೊಂದನು. ಅವನ ಕುಟುಂಬದವರು ಭಯದಿಂದ ಶರಣಾದಾಗ ಭೀಮನು ಎಲ್ಲರನ್ನೂ ಕೊಲ್ಲಲಿಲ್ಲ. ಇನ್ನು ಮುಂದೆ ಮಾನವರನ್ನು ಕೊಲ್ಲಬಾರದೆಂದು ನಿಯಮ ವಿಧಿಸಿ ಅಭಯ ಕೊಟ್ಟನು. ಅನ್ಯಾಯವನ್ನು ನಿಲ್ಲಿಸುವುದು ಮತ್ತು ಎದುರಾಳಿಯ ಹೆಸರಿನಲ್ಲಿ ಎಲ್ಲರನ್ನೂ ಸಂಹರಿಸುವುದು ಬೇರೆ ಎಂಬ ವ್ಯತ್ಯಾಸ ಈ ಘಟನೆಯಲ್ಲಿ ಕ್ರಿಯೆಯ ಮೂಲಕ ಕಾಣುತ್ತದೆ.,,49,22,28,,,pending,pending,,
387,G27-S08,ಹೆಸರು ಹೇಳದ ರಕ್ಷಕ,MAHABHARATA-3-AADIPARVA_djvu.txt lines 17039–17322,ಬಕನ ದೇಹವನ್ನು ನಗರಕ್ಕೆ ಕಾಣುವ ಸ್ಥಳದಲ್ಲಿ ಬಿಟ್ಟ ಭೀಮನು ಮೌನವಾಗಿ ಮನೆಗೆ ಮರಳಿದನು. ಬೆಳಗಾದಾಗ ಜನರಿಗೆ ನಂಬಲಾಗದ ಸುದ್ದಿ ಕಾದಿತ್ತು. ರಾಕ್ಷಸ ಸತ್ತಿದ್ದನು; ತಮ್ಮ ಸರದಿ ಬಂದಾಗ ಸಾಯಬೇಕೆಂಬ ಭಯ ಮುಗಿದಿತ್ತು. ಬ್ರಾಹ್ಮಣ ಕುಟುಂಬವು ಪಾಂಡವರ ಗುರುತನ್ನು ಬಹಿರಂಗಪಡಿಸಲಿಲ್ಲ. ನಗರವು ಉಸಿರಾಡತೊಡಗಿತು. ಪಾಂಡವರು ಇನ್ನೂ ಕೆಲವು ಕಾಲ ಅಲ್ಲಿಯೇ ಇದ್ದರು. ನಂತರ ಬಂದ ಪ್ರಯಾಣಿಕ ಬ್ರಾಹ್ಮಣನ ಮಾತುಗಳು ಅವರನ್ನು ಹೊಸ ದಿಕ್ಕಿಗೆ ಕರೆದವು.,,45,20,26,,,pending,pending,,
388,G28-S01,ಮತ್ತೊಮ್ಮೆ ಕೇಳಿಬಂದ ಅಗ್ನಿಜನ್ಮ,MAHABHARATA-3-AADIPARVA_djvu.txt lines 17323–18262,"ಅತಿಥಿ ಬ್ರಾಹ್ಮಣನು ದ್ರುಪದನ ಯಜ್ಞದಿಂದ ಧೃಷ್ಟದ್ಯುಮ್ನ ಮತ್ತು ದ್ರೌಪದಿ ಜನಿಸಿದ ವೃತ್ತಾಂತವನ್ನು ಹೇಳಿದನು. ಈಗ ಪಾಂಡವರು ಏಕಚಕ್ರದ ಮನೆಯಲ್ಲಿ ಆ ಸುದ್ದಿಯನ್ನು ಕೇಳುತ್ತಿದ್ದಾರೆ. ದ್ರುಪದನ ಅವಮಾನ, ಯಾಜ ಮತ್ತು ಉಪಯಾಜರ ಪಾತ್ರ, ಅಗ್ನಿಯಿಂದ ಬಂದ ಮಕ್ಕಳ ಉದ್ದೇಶ ಮತ್ತೆ ನೆನಪಾಗುತ್ತದೆ. ಸ್ವಯಂವರದ ಸುದ್ದಿಯೇ ಈ ಬಾರಿ ಕಥೆಯನ್ನು ಮುಂದಕ್ಕೆ ಒಯ್ಯುವ ಹೊಸ ಸಂಗತಿ.",,38,17,22,,,pending,pending,,
389,G28-S02,ದ್ರುಪದನ ಆಶೆ,MAHABHARATA-3-AADIPARVA_djvu.txt lines 18263–18657,ಅರಗಿನ ಮನೆಯಲ್ಲಿ ಪಾಂಡವರು ಸತ್ತರೆಂಬ ಸುದ್ದಿ ದ್ರುಪದನಿಗೂ ತಲುಪಿತ್ತು. ವಿಶೇಷವಾಗಿ ಅರ್ಜುನನ ವಿಷಯದಲ್ಲಿ ಅವನಿಗೆ ನಿರಾಶೆ ಮೂಡಿತ್ತು. ದ್ರೌಪದಿಯ ವಿವಾಹಕ್ಕೆ ಅವನ ಮನಸ್ಸಿನಲ್ಲಿದ್ದ ಆಶೆ ಅದರಿಂದ ಮಸುಕಾಗಿತ್ತು. ಪುರೋಹಿತರ ಸಮಾಧಾನದ ಮಾತುಗಳು ಮತ್ತು ಸ್ವಯಂವರದ ಘೋಷಣೆ ಬ್ರಾಹ್ಮಣನ ಕಥೆಯಲ್ಲಿ ಬರುತ್ತವೆ. ಪಾಂಡವರು ಬದುಕಿರುವುದು ಅವರಿಗೆ ಗೊತ್ತಿದೆ; ದ್ರುಪದನಿಗೆ ಇನ್ನೂ ಗೊತ್ತಿಲ್ಲ. ಈ ಅಸಮಾನ ಮಾಹಿತಿಯೇ ಮುಂದಿನ ಭೇಟಿಗೆ ಕುತೂಹಲವನ್ನು ಕೊಡುತ್ತದೆ.,,43,19,25,,,pending,pending,,
390,G28-S03,ಪಾಂಚಾಲದತ್ತ ಪ್ರಯಾಣ,MAHABHARATA-3-AADIPARVA_djvu.txt lines 18658–19300,"ಕುಂತಿ ಪಾಂಚಾಲದತ್ತ ಪ್ರಯಾಣಿಸುವುದನ್ನು ಸೂಕ್ತವೆಂದು ಕಂಡಳು. ಪಾಂಡವರು ಬ್ರಾಹ್ಮಣರ ಗುಂಪಿನೊಂದಿಗೆ ಹೊರಟರು. ದಾರಿಯಲ್ಲಿ ವ್ಯಾಸರನ್ನು ಭೇಟಿಯಾಗಿ ಮಾರ್ಗದರ್ಶನ ಮತ್ತು ಆಶ್ವಾಸನೆ ಪಡೆದರು. ತಾವು ಬದುಕಿರುವುದನ್ನು ಎಲ್ಲರ ಮುಂದೆಯೂ ಘೋಷಿಸದೆ, ಸಾಮಾನ್ಯ ಯಾತ್ರಿಕರಂತೆ ಸಾಗಿದರು. ಪ್ರಯಾಣಿಕರ ಮಾತುಗಳಲ್ಲಿ ಸ್ವಯಂವರದ ನಿರೀಕ್ಷೆ, ದಾನದ ಆಸೆ, ರಾಜರ ಸಮಾಗಮದ ಕುತೂಹಲ ಬೆರೆತಿತ್ತು. ಈ ಜನರ ನಡುವೆ ಐವರು ರಾಜಕುಮಾರರು ತಮ್ಮ ಹಿಂದಿನ ಜೀವನವನ್ನು ಹೊತ್ತು ಮೌನವಾಗಿ ನಡೆಯುತ್ತಿದ್ದರು.",,45,20,26,,,pending,pending,,
391,G28-S04,ಅರ್ಧರಾತ್ರಿಯ ತಡೆ,MAHABHARATA-3-AADIPARVA_djvu.txt lines 19301–19580,ಗಂಗಾತೀರಕ್ಕೆ ಅವರು ತಲುಪುವ ವೇಳೆಗೆ ರಾತ್ರಿ ಆಗಿತ್ತು. ಅಂಗಾರಪರ್ಣನೆಂಬ ಗಂಧರ್ವನು ಅಲ್ಲಿ ತನ್ನ ಪತ್ನಿಯರೊಂದಿಗೆ ಇದ್ದನು. ಆ ವೇಳೆಯಲ್ಲಿ ಮಾನವರು ತನ್ನ ಪ್ರದೇಶಕ್ಕೆ ಬರಬಾರದೆಂದು ಅವನು ತಡೆದನು. ಅರ್ಜುನನು ಗಂಗೆಯ ದಾರಿಯನ್ನು ಅವನೊಬ್ಬನ ಸ್ವತ್ತೆಂದು ಒಪ್ಪಲಿಲ್ಲ. ಮಾತಿನ ವಿವಾದ ಸಮರವಾಗಿ ಬದಲಾಯಿತು. ಅರ್ಜುನನು ಅಸ್ತ್ರಪ್ರಯೋಗದಿಂದ ಗಂಧರ್ವನ ರಥವನ್ನು ನಾಶಮಾಡಿ ಅವನನ್ನು ಸೋಲಿಸಿದನು. ಕತ್ತಲಲ್ಲಿ ಆರಂಭವಾದ ಸಂಘರ್ಷ ಇದೀಗ ಜೀವದಾನ ಕೇಳುವ ಸ್ಥಿತಿಗೆ ತಲುಪಿತು.,,45,20,26,,,pending,pending,,
392,G28-S05,ಶತ್ರುವಿನಿಂದ ಸ್ನೇಹಿತ,MAHABHARATA-3-AADIPARVA_djvu.txt lines 19581–19848,"ಗಂಧರ್ವನ ಪತ್ನಿ ಕರುಣೆ ಬೇಡಿದಳು. ಯುಧಿಷ್ಠಿರನ ಮಾತಿನಂತೆ ಅರ್ಜುನನು ಅವನನ್ನು ಜೀವಂತವಾಗಿ ಬಿಟ್ಟನು. ಸೋತ ಗಂಧರ್ವನು ಕೃತಜ್ಞತೆಯಿಂದ ಮಾತಾಡಲು ಆರಂಭಿಸಿದನು. ಅವನ ರಥ ಸುಟ್ಟದ್ದರಿಂದ ಹೆಸರು ಮತ್ತು ಪರಿಚಯಕ್ಕೆ ಸಂಬಂಧಿಸಿದ ವಿವರಣೆಯೂ ಬರುತ್ತದೆ. ಪರಸ್ಪರ ವಿದ್ಯೆಯ ವಿನಿಮಯದ ಮಾತು ನಡೆಯಿತು; ಕುದುರೆಗಳ ಕೊಡುಗೆಯ ಭರವಸೆಯೂ ಸೇರಿತು. ಹೀಗಾಗಿ ಈ ಸಮರ ಶಾಶ್ವತ ವೈರದಲ್ಲಿ ಕೊನೆಗೊಳ್ಳದೆ, ಜ್ಞಾನ ನೀಡುವ ಸಂಭಾಷಣೆಯಾಗಿ ಬದಲಾಯಿತು.",,43,19,25,,,pending,pending,,
393,G28-S06,ಪುರೋಹಿತನ ಅಗತ್ಯ,MAHABHARATA-3-AADIPARVA_djvu.txt lines 19849–20103,ಅರ್ಜುನನು ಈ ವಿರೋಧಕ್ಕೆ ಕಾರಣವೇನು ಎಂದು ಕೇಳಿದನು. ಗಂಧರ್ವನು ರಾಜನ ಜೀವನದಲ್ಲಿ ಪುರೋಹಿತ ಮತ್ತು ಮಾರ್ಗದರ್ಶಕನ ಪಾತ್ರವನ್ನು ವಿವರಿಸಿದನು. ಬಲವಿರುವುದರಿಂದಲೇ ಪ್ರಯಾಣ ಮತ್ತು ಆಡಳಿತ ಸುರಕ್ಷಿತವಾಗುವುದಿಲ್ಲ; ವಿವೇಕದ ಸಲಹೆ ಬೇಕೆಂದನು. ಅವನು ಅರ್ಜುನನನ್ನು ತಾಪತ್ಯ ಎಂದು ಕರೆದಾಗ ಆ ಹೆಸರಿನ ಅರ್ಥವನ್ನು ಅರ್ಜುನ ಕೇಳಿದನು. ಹೀಗೆ ಗಂಗಾತೀರದ ಇಂದಿನ ಸಂಭಾಷಣೆಯಿಂದ ಪಾಂಡವರ ಪೂರ್ವಜರ ಕಥೆಗೆ ಪ್ರವೇಶವಾಗುತ್ತದೆ.,,40,18,23,,,pending,pending,,
394,G28-S07,ಸಂವರಣನು ಕಂಡ ತಪತಿ,MAHABHARATA-3-AADIPARVA_djvu.txt lines 20104–20545,ಈಗ ಗಂಧರ್ವನು ಹೇಳುತ್ತಿರುವ ಹಿಂದಿನ ಕಾಲದ ಕಥೆಯನ್ನು ಕೇಳೋಣ. ಸೂರ್ಯನ ಪುತ್ರಿ ತಪತಿ ಅಪೂರ್ವ ಸೌಂದರ್ಯ ಮತ್ತು ತೇಜಸ್ಸಿನಿಂದ ಪ್ರಸಿದ್ಧಳಾಗಿದ್ದಳು. ಸಂವರಣರಾಜನು ಕಾಡಿನಲ್ಲಿ ಅವಳನ್ನು ಕಂಡು ಆಕರ್ಷಿತನಾದನು. ತನ್ನ ಮನಸ್ಸನ್ನು ಹೇಳಿದಾಗ ತಪತಿ ತಕ್ಷಣ ಅವನೊಂದಿಗೆ ಹೊರಡಲಿಲ್ಲ. ತನ್ನ ತಂದೆಯ ಅನುಮತಿ ಅಗತ್ಯವೆಂದು ತಿಳಿಸಿದಳು. ನಂತರ ಅವಳು ಕಣ್ಮರೆಯಾದಳು. ಸಂವರಣನಿಗೆ ಅವಳ ದರ್ಶನ ಕೇವಲ ಒಂದು ಭೇಟಿಯಾಗಿ ಉಳಿಯಲಿಲ್ಲ; ಅವನ ಮನಸ್ಸನ್ನು ಆವರಿಸಿದ ಆಸೆಯಾಯಿತು.,,46,20,26,,,pending,pending,,
395,G28-S08,ಪ್ರೀತಿಯ ಷರತ್ತು,MAHABHARATA-3-AADIPARVA_djvu.txt lines 20546–20735,"ತಪತಿಯ ವಿಯೋಗದಿಂದ ಸಂವರಣನು ತೀವ್ರವಾಗಿ ನಲುಗಿದನು. ಅವಳು ಮತ್ತೆ ಕಾಣಿಸಿಕೊಂಡು ತನ್ನ ಪರಿಚಯವನ್ನೂ, ತಂದೆಯ ಅನುಮತಿಯ ಅವಶ್ಯಕತೆಯನ್ನೂ ತಿಳಿಸಿದಳು. ಸಂವರಣನ ಪ್ರಾರ್ಥನೆಗೆ ಸ್ಪಂದನೆ ದೊರಕಬೇಕಾದರೆ ತಪಸ್ಸು ಮತ್ತು ಸಮರ್ಪಕ ಮಧ್ಯಸ್ಥಿಕೆ ಬೇಕಿತ್ತು. ಈ ಕಥೆಯಲ್ಲಿ ಮುಂದಿನ ಪ್ರಮುಖ ವ್ಯಕ್ತಿ ವಸಿಷ್ಠರು. ಗಂಧರ್ವನು ಪುರೋಹಿತನ ಮಹತ್ವ ಹೇಳಲು ಆರಂಭಿಸಿದ ಕಥೆ ಈಗ ಆ ಮಾತಿಗೆ ಉದಾಹರಣೆಯಾಗುತ್ತಿದೆ. ಗಂಗಾತೀರದಲ್ಲಿ ಕೇಳುತ್ತಿರುವ ಅರ್ಜುನನ ಪ್ರಶ್ನೆ ಇನ್ನೂ ನಮ್ಮನ್ನು ಈ ಪೂರ್ವಕಥೆಗೆ ಕೊಂಡೊಯ್ದುಕೊಂಡಿದೆ.",,48,21,27,,,pending,pending,,
396,G29-S01,ಪ್ರೀತಿಯ ನಂತರ ರಾಜ್ಯದ ಹೊಣೆ,MAHABHARATA-3-AADIPARVA_djvu.txt lines 20736–21205,"ವಸಿಷ್ಠರು ಸೂರ್ಯನ ಅನುಮತಿ ಪಡೆದು ತಪತಿ ಮತ್ತು ಸಂವರಣರ ವಿವಾಹಕ್ಕೆ ನೆರವಾದರು. ರಾಜನು ಪತ್ನಿಯೊಂದಿಗೆ ಅರಣ್ಯದಲ್ಲಿ ಕಾಲ ಕಳೆಯತೊಡಗಿದನು. ಆದರೆ ಅವನ ಗೈರುಹಾಜರಿಯಲ್ಲಿ ರಾಜ್ಯಕ್ಕೆ ಅನಾವೃಷ್ಟಿಯ ಸಂಕಟ ಬಂತು. ಜನರ ಬದುಕು ಕುಸಿಯುತ್ತಿದ್ದಾಗ ವಸಿಷ್ಠರು ರಾಜನನ್ನು ಹಿಂದಕ್ಕೆ ಕರೆತಂದರು. ನಂತರ ಸುಭಿಕ್ಷ ಮರಳಿತು. ಈ ವಂಶದಲ್ಲಿ ಕುರು ಜನಿಸಿದನೆಂಬ ಸಂಬಂಧದಿಂದ ಪಾಂಡವರನ್ನು ತಾಪತ್ಯರೆಂದು ಕರೆಯುವ ಅರ್ಥ ಸ್ಪಷ್ಟವಾಗುತ್ತದೆ. ಪ್ರೇಮಕಥೆ ವಂಶಕಥೆಯೂ, ರಾಜನ ಕರ್ತವ್ಯದ ಕಥೆಯೂ ಆಗುತ್ತದೆ.",,47,21,27,,,pending,pending,,
397,G29-S02,ನಂದಿನಿಯನ್ನು ಕಸಿಯಲು ಯತ್ನ,MAHABHARATA-3-AADIPARVA_djvu.txt lines 21206–21922,ವಸಿಷ್ಠರ ಮಹತ್ವದ ಪ್ರಶ್ನೆಯಿಂದ ಗಂಧರ್ವನು ವಿಶ್ವಾಮಿತ್ರನ ಕಥೆಗೆ ತಿರುಗಿದನು. ರಾಜನಾಗಿದ್ದ ವಿಶ್ವಾಮಿತ್ರನು ವಸಿಷ್ಠರ ಆಶ್ರಮದ ಆತಿಥ್ಯ ಮತ್ತು ನಂದಿನಿಯ ಸಾಮರ್ಥ್ಯವನ್ನು ಕಂಡನು. ಅವಳನ್ನು ತನ್ನದಾಗಿಸಿಕೊಳ್ಳಲು ಬಯಸಿದನು. ವಸಿಷ್ಠರು ನಿರಾಕರಿಸಿದಾಗ ಬಲದಿಂದ ತೆಗೆದುಕೊಳ್ಳಲು ಯತ್ನಿಸಿದನು. ನಂದಿನಿಯ ಪ್ರತಿರೋಧ ಮತ್ತು ತಪೋಬಲದ ಮುಂದೆ ರಾಜಸೇನೆ ಸೋತಿತು. ಶಸ್ತ್ರಬಲಕ್ಕಿಂತ ವಿಭಿನ್ನವಾದ ಶಕ್ತಿ ಇದೆ ಎಂಬ ಅರಿವು ವಿಶ್ವಾಮಿತ್ರನನ್ನು ತಪಸ್ಸಿನತ್ತ ತಳ್ಳಿತು.,,40,18,23,,,pending,pending,,
398,G29-S03,ಶಕ್ತಿಯ ಶಾಪ,MAHABHARATA-3-AADIPARVA_djvu.txt lines 21923–22170,ಕಲ್ಮಾಷಪಾದ ಎಂಬ ರಾಜನಿಗೂ ವಸಿಷ್ಠರ ಪುತ್ರ ಶಕ್ತಿಗೂ ದಾರಿಯಲ್ಲಿ ವಿವಾದ ಉಂಟಾಯಿತು. ರಾಜನ ಕೋಪ ಮತ್ತು ಅವಮಾನ ಶಾಪಕ್ಕೆ ಕಾರಣವಾದವು. ನಂತರ ರಾಕ್ಷಸಾವೇಶದ ಪರಿಣಾಮದಲ್ಲಿ ರಾಜನು ಮಾನವಭಕ್ಷಣಕ್ಕೆ ಇಳಿದನು. ಶಕ್ತಿಯೂ ವಸಿಷ್ಠರ ಇತರ ಪುತ್ರರೂ ಅವನ ಕ್ರೌರ್ಯಕ್ಕೆ ಬಲಿಯಾದರು. ಗಂಧರ್ವನು ಹೇಳುತ್ತಿರುವ ಸಂಬಂಧಗಳ ಸರಪಳಿಯನ್ನು ಇಲ್ಲಿ ನಿಧಾನವಾಗಿ ತಿಳಿಸಬೇಕು: ಶಕ್ತಿ ವಸಿಷ್ಠರ ಮಗ; ಶಕ್ತಿಯ ಮಗನಾಗಿ ಮುಂದೆ ಪರಾಶರರು ಜನಿಸಲಿದ್ದಾರೆ. ಒಬ್ಬನ ಕೋಪ ಹಲವು ಪೀಳಿಗೆಯ ದುಃಖಕ್ಕೆ ದಾರಿ ಮಾಡಿದೆ.,,50,22,29,,,pending,pending,,
399,G29-S04,ಬದುಕಲು ಕಾರಣ ಕಳೆದುಕೊಂಡ ಋಷಿ,MAHABHARATA-3-AADIPARVA_djvu.txt lines 22171–22885,ಮಕ್ಕಳನ್ನು ಕಳೆದುಕೊಂಡ ವಸಿಷ್ಠರ ದುಃಖ ಅತೀವವಾಗಿತ್ತು. ಬದುಕನ್ನು ತೊರೆಯಲು ಅವರು ಮಾಡಿದ ಪ್ರಯತ್ನಗಳು ವಿಫಲವಾದವೆಂದು ಕಥೆ ಹೇಳುತ್ತದೆ. ನಂತರ ಸೊಸೆ ಅದೃಶ್ಯಂತಿಯ ಗರ್ಭದಿಂದ ವೇದಧ್ವನಿ ಕೇಳಿಸಿತು. ಶಕ್ತಿಯ ಸಂತತಿ ಇನ್ನೂ ಉಳಿದಿದೆ ಎಂಬ ಅರಿವು ವಸಿಷ್ಠರನ್ನು ಮತ್ತೆ ಕುಟುಂಬದ ಕಡೆ ತಿರುಗಿಸಿತು. ಮುಂದಾಗಿ ಅವರು ಕಲ್ಮಾಷಪಾದನನ್ನು ರಾಕ್ಷಸಾವೇಶದಿಂದ ಬಿಡಿಸಿದರು. ದುಃಖವು ಅವರಿಗೆ ಕ್ಷಮೆಯ ಬಾಗಿಲನ್ನು ಸಂಪೂರ್ಣ ಮುಚ್ಚಲಿಲ್ಲ.,,41,18,23,,,pending,pending,,
400,G29-S05,ಪರಾಶರ ಮತ್ತು ಔರ್ವ,MAHABHARATA-3-AADIPARVA_djvu.txt lines 22886–23146,"ಅದೃಶ್ಯಂತಿಗೆ ಪರಾಶರರು ಜನಿಸಿದರು. ಬೆಳೆದ ನಂತರ ತಂದೆಯ ಸಾವಿನ ಸಂಗತಿ ತಿಳಿದಾಗ ಅವರಲ್ಲಿ ಪ್ರತೀಕಾರದ ಕೋಪ ಮೂಡಿತು. ವಸಿಷ್ಠರು ಆ ಕೋಪವನ್ನು ನಿಯಂತ್ರಿಸಲು ಹಿಂದಿನ ಭೃಗುವಂಶದ ದುಃಖವನ್ನು ಉದಾಹರಿಸಿದರು. ಕಾರ್ತವೀರ್ಯನ ವಂಶಸ್ಥರಿಂದ ನಡೆದ ಹತ್ಯೆಗಳು, ಗರ್ಭದಲ್ಲಿದ್ದ ಔರ್ವನ ರಕ್ಷಣೆ ಮತ್ತು ಅವನ ಜನ್ಮದ ತೇಜಸ್ಸು ಆ ಕಥೆಯಲ್ಲಿ ಬರುತ್ತವೆ. ಇಲ್ಲಿ ಮತ್ತೊಂದು ಪೂರ್ವಕಥೆಯೊಳಗೆ ಹೋಗುತ್ತಿದ್ದೇವೆ. ಪರಾಶರರಿಗೆ ಕೋಪದ ಪರಿಣಾಮ ತಿಳಿಸಲು ವಸಿಷ್ಠರು ಹೇಳುವ ಉದಾಹರಣೆಯೇ ಔರ್ವನ ಕಥೆ.",,48,21,27,,,pending,pending,,
401,A103-S01,ನಿಧಿಯಿಂದ ಹುಟ್ಟಿದ ದುರಂತ,MAHABHARATA-3-AADIPARVA_djvu.txt lines 22886–23146,ಕಾರ್ತವೀರ್ಯನ ಸಂತತಿಯವರಿಗೆ ಧನದ ಅಗತ್ಯ ಬಂದಾಗ ಭೃಗುಗಳ ಬಳಿಗೆ ಹೋದರು. ಕೆಲವರು ಹಣ ಕೊಟ್ಟರು; ಕೆಲವರು ಮುಚ್ಚಿಟ್ಟರು. ಹೂತ ನಿಧಿ ಪತ್ತೆಯಾದ ನಂತರ ಕೋಪವು ಭೃಗುವಂಶದ ಮೇಲಿನ ಹಿಂಸೆಯಾಗಿ ಹರಡಿತು. ಗರ್ಭದಲ್ಲಿದ್ದ ಸಂತತಿಯನ್ನೂ ಉಳಿಸದ ಕ್ರೌರ್ಯ ಎದುರಾಯಿತು. ಒಬ್ಬ ಮಹಿಳೆ ತನ್ನ ಗರ್ಭವನ್ನು ತೊಡೆಯಲ್ಲಿ ಕಾಪಾಡಿಕೊಂಡಳು ಎಂಬ ಪೌರಾಣಿಕ ವಿವರಣೆಯಿಂದ ಔರ್ವನ ಜನ್ಮ ಬರುತ್ತದೆ. ಅವನ ತೇಜಸ್ಸಿನಿಂದ ದಾಳಿಕೋರರಿಗೆ ದೃಷ್ಟಿನಾಶವಾಯಿತು. ಅವರು ಕೊನೆಗೆ ಕ್ಷಮೆ ಮತ್ತು ದೃಷ್ಟಿ ಮರಳಿಕೆಯನ್ನು ಬೇಡಿದರು.,,50,22,29,,,pending,pending,,
402,A103-S02,ಪಿತೃಗಳು ನೀಡಿದ ಅಸಾಮಾನ್ಯ ಕಾರಣ,MAHABHARATA-3-AADIPARVA_djvu.txt lines 23147–23338,"ಔರ್ವನ ಕೋಪವನ್ನು ತಡೆಯಲು ಬಂದ ಪಿತೃಗಳು ತಮ್ಮ ಸಾವಿನ ಕುರಿತು ಅಸಾಮಾನ್ಯ ವಿವರಣೆ ನೀಡಿದರು. ಹತ್ಯೆಯನ್ನು ತಡೆಯುವ ಸಾಮರ್ಥ್ಯವಿಲ್ಲದೆ ತಾವು ಸಾಯಲಿಲ್ಲ ಎಂದರು. ದೀರ್ಘಜೀವನದಿಂದ ಬೇಸತ್ತಿದ್ದ ತಾವು ಕ್ಷತ್ರಿಯರ ಕೈಯಲ್ಲಿ ಮರಣವನ್ನೇ ಬಯಸಿದ್ದೆವು; ಅವರಿಗೆ ಕೋಪ ಮತ್ತು ವೈರ ಹುಟ್ಟಿಸುವುದಕ್ಕಾಗಿಯೇ ಒಬ್ಬ ಭೃಗುವಿನ ಮನೆಯಲ್ಲಿ ಧನವನ್ನು ಹೂತಿಟ್ಟೆವು ಎಂದು ಹೇಳಿದರು. ಸ್ವರ್ಗವನ್ನು ಬಯಸುವ ತಮಗೆ ಧನದ ಅಗತ್ಯವೇನಿತ್ತು ಎಂದು ಪ್ರಶ್ನಿಸಿದರು. ತಾವೇ ತಮ್ಮ ಪ್ರಾಣ ತೆಗೆದುಕೊಂಡರೆ ಶುಭಲೋಕಗಳು ದೊರೆಯುವುದಿಲ್ಲ ಎಂಬ ತಮ್ಮ ನಂಬಿಕೆಯಿಂದ, ಮತ್ತೊಬ್ಬರ ಕೈಯಿಂದ ಮರಣ ಹೊಂದುವ ದಾರಿ ಹುಡುಕಿದ್ದಾಗಿ ವಿವರಿಸಿದರು. ಇದು ಕಥೆಯೊಳಗಿನ ಪಿತೃಗಳ ಸ್ವಂತ ಉದ್ದೇಶದ ವಿವರಣೆ; ಎಲ್ಲ ಸಂತ್ರಸ್ತರ ಮೇಲೂ ದೋಷ ಹೊರಿಸುವ ಸಾಮಾನ್ಯ ತೀರ್ಪಲ್ಲ. ಔರ್ವನು ಲೋಕವನ್ನು ನಾಶಮಾಡುವುದು ತಮ್ಮ ಇಚ್ಛೆಯಲ್ಲವೆಂದು ಅವರು ಸ್ಪಷ್ಟಪಡಿಸಿದರು. ರಾಜರಿಲ್ಲದೆ ಜನರ ರಕ್ಷಣೆಯೂ ಕುಸಿಯುತ್ತದೆ ಎಂದು ವಾದಿಸಿ ಅವನ ಕ್ರೋಧವನ್ನು ಬಿಡಲು ಹೇಳಿದರು. ಔರ್ವನಿಗೆ ಈ ಉತ್ತರವನ್ನು ತಕ್ಷಣ ಒಪ್ಪಿಕೊಳ್ಳಲು ಸಾಧ್ಯವಾಗಲಿಲ್ಲ.",,95,42,54,,,pending,pending,,
403,A103-S03,ಕೋಪಕ್ಕೂ ನ್ಯಾಯದ ಪ್ರಶ್ನೆ,MAHABHARATA-3-AADIPARVA_djvu.txt lines 23316–23500,ಔರ್ವನು ತಾನು ಗರ್ಭದಲ್ಲಿದ್ದಾಗಲೇ ಬಂಧುಗಳ ಆಕ್ರಂದನ ಕೇಳಿದ್ದೇನೆಂದನು. ಅಪರಾಧವನ್ನು ತಡೆಯುವವರು ಯಾರೂ ಇಲ್ಲದಿದ್ದರೆ ಪಾಪ ಹೆಚ್ಚುತ್ತದೆಯೆಂದು ವಾದಿಸಿದನು. ತನ್ನ ಪ್ರತಿಜ್ಞೆ ವ್ಯರ್ಥವಾಗಬಾರದು; ಒಳಗಿನ ಕೋಪವೇ ತನ್ನನ್ನು ದಹಿಸಬಾರದು ಎಂದನು. ಪಿತೃಗಳು ಆ ಶಕ್ತಿಗೆ ಲೋಕನಾಶವಲ್ಲದ ದಾರಿ ತೋರಿಸಿದರು. ಅಗ್ನಿಯನ್ನು ಜಲದಲ್ಲಿ ಸ್ಥಾಪಿಸುವ ಪರಿಹಾರದಿಂದ ಅವನ ಪ್ರತಿಜ್ಞೆ ಮತ್ತು ಲೋಕದ ರಕ್ಷಣೆ ನಡುವೆ ಮಧ್ಯಮಾರ್ಗ ರೂಪುಗೊಂಡಿತು. ಈ ದೀರ್ಘ ಸಂಭಾಷಣೆಯ ನಂತರವೇ ಔರ್ವನ ಅಗ್ನಿ ಸಮುದ್ರಕ್ಕೆ ಸೇರುತ್ತದೆ.,,47,21,27,,,pending,pending,,
